"","Job.Title","Job.Type","Salary.Estimate","Salary.Mean","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors"
"497","Data Scientist","Data Scientist","212-331 ",271.5,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"498","Data Scientist","Data Scientist","212-331 ",271.5,3.6,"Alaka`ina Foundation Family of Companies","Fort Sam Houston, TX","Honolulu, HI","501 to 1000","Unknown","Government","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"499","ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR","Other","212-331 ",271.5,3.9,"Southwest Research Institute","Oklahoma City, OK","San Antonio, TX","1001 to 5000","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion","Los Alamos National Laboratory, Battelle, SRI International"
"500","Data Scientist","Data Scientist","212-331 ",271.5,2.7,"Hexagon US Federal","Lexington Park, MD","Chantilly, VA","51 to 200","2010","Company - Public","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","Unknown"
"501","Data Science Software Engineer","Other","212-331 ",271.5,4.8,"Klaviyo","Boston, MA","Boston, MA","201 to 500","2012","Company - Private","Computer Hardware & Software","Information Technology","Unknown / Non-Applicable","Unknown"
"502","Data Scientist","Data Scientist","212-331 ",271.5,4,"Comtech Global Inc","Washington, DC","Columbus, OH","51 to 200","Unknown","Company - Private","Health, Beauty, & Fitness","Consumer Services","5 to 10 million","Unknown"
"503","Data Scientist","Data Scientist","212-331 ",271.5,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA","51 to 200","2010","Company - Public","IT Services","Information Technology","10 to 25 million","Unknown"
"504","Manager, Field Application Scientist, Southeast","Other","212-331 ",271.5,4.2,"10x Genomics","Raleigh, NC","Pleasanton, CA","501 to 1000","2012","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"505","COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING","Other","212-331 ",271.5,3.9,"Southwest Research Institute","Dayton, OH","San Antonio, TX","1001 to 5000","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion","Los Alamos National Laboratory, Battelle, SRI International"
"506","Data Scientist","Data Scientist","212-331 ",271.5,4.3,"CompuForce","New York, NY","New York, NY","Unknown","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"507","Data Scientist","Data Scientist","212-331 ",271.5,4.5,"Smith Hanley Associates","Washington, DC","New York, 061","1 to 50","1980","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Kforce, PageGroup, Robert Half"
"508","Scientist - Machine Learning","Machine Learning Engineer","212-331 ",271.5,3.5,"Allen Institute","Seattle, WA","Seattle, WA","201 to 500","2003","Nonprofit Organization","Research & Development","Business Services","100 to 500 million","Unknown"
"509","Data Scientist","Data Scientist","212-331 ",271.5,2.7,"1-800-Flowers","New York, NY","Carle Place, NY","1001 to 5000","1976","Company - Public","Wholesale","Business Services","1 to 2 billion","Unknown"
"510","Data Scientist","Data Scientist","212-331 ",271.5,3.5,"Aptive","Washington, DC","Alexandria, VA","51 to 200","2012","Company - Private","Consulting","Business Services","25 to 50 million","Unknown"
"511","Data Scientist - Image and Video Analytics","Data Scientist","66-112 ",89,4.9,"The Mom Project","Longmont, CO","Chicago, IL","1 to 50","2016","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Unknown"
"512","Data Scientist","Data Scientist","66-112 ",89,3.6,"Powertek","Washington, DC","Rockville, MD","51 to 200","2001","Company - Private","IT Services","Information Technology","25 to 50 million","Unknown"
"513","Data Scientist","Data Scientist","66-112 ",89,5,"JCD Staffing","Washington, DC","Germantown, MD","1 to 50","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"514","Data Scientist","Data Scientist","66-112 ",89,3.1,"Bayside Solutions","Sunnyvale, CA","Pleasanton, CA","1 to 50","2001","Company - Private","Staffing & Outsourcing","Business Services","1 to 5 million","Unknown"
"515","Senior Data Engineer","Data Engineer","66-112 ",89,3.9,"Thumbtack","San Francisco, CA","San Francisco, CA","501 to 1000","2009","Company - Private","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"516","Data Scientist","Data Scientist","66-112 ",89,3.4,"MILVETS Systems Technology, Inc.","Patuxent, Anne Arundel, MD","Orlando, FL","51 to 200","1986","Company - Private","IT Services","Information Technology","25 to 50 million","Unknown"
"517","Machine Learning Scientist / Engineer","Machine Learning Engineer","66-112 ",89,4.1,"Apple","Santa Clara, CA","Cupertino, CA","10000+","1976","Company - Public","Computer Hardware & Software","Information Technology","10+ billion","Google, Microsoft, Samsung Electronics"
"518","Data Scientist","Data Scientist","66-112 ",89,4.1,"Kforce","Fairfax, VA","Tampa, FL","10000+","1966","Company - Public","Staffing & Outsourcing","Business Services","1 to 2 billion","Unknown"
"519","Sr. Data Scientist","Data Scientist","66-112 ",89,3.5,"Evolve Vacation Rental","Denver, CO","Denver, CO","201 to 500","2011","Company - Private","Travel Agencies","Travel & Tourism","Unknown / Non-Applicable","Unknown"
"520","Intelligence Data Analyst, Senior","Data Analyst","66-112 ",89,4.3,"The Buffalo Group","Fort Belvoir, VA","Reston, VA","501 to 1000","2010","Company - Private","IT Services","Information Technology","100 to 500 million","ManTech, Booz Allen Hamilton, Leidos"
"521","Data Science Analyst","Other","66-112 ",89,4.4,"OppLoans","Chicago, IL","Chicago, IL","201 to 500","2012","Company - Private","Lending","Finance","100 to 500 million","Unknown"
"522","Data Scientist","Data Scientist","66-112 ",89,3.8,"AgreeYa Solutions","Thousand Oaks, CA","Folsom, CA","1001 to 5000","1999","Company - Private","IT Services","Information Technology","50 to 100 million","Unknown"
"523","Data Scientist","Data Scientist","66-112 ",89,3.7,"Carolina Power & Light Co","McLean, VA","Raleigh, NC","5001 to 10000","1908","Subsidiary or Business Segment","Energy","Oil, Gas, Energy & Utilities","Unknown / Non-Applicable","South Carolina Electric & Gas, Virginia Electric and Power"
"524","COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY","Other","66-112 ",89,3.9,"Southwest Research Institute","San Antonio, TX","San Antonio, TX","1001 to 5000","1947","Nonprofit Organization","Research & Development","Business Services","500 million to 1 billion","Los Alamos National Laboratory, Battelle, SRI International"
"525","Data Scientist","Data Scientist","66-112 ",89,3.9,"Brillient","Silver Spring, MD","Reston, VA","501 to 1000","2006","Company - Private","IT Services","Information Technology","25 to 50 million","Unknown"
"526","Data Modeler (Analytical Systems)","Other","66-112 ",89,3.7,"MassMutual","Boston, MA","Springfield, MA","5001 to 10000","1851","Company - Private","Insurance Carriers","Insurance","10+ billion","Unknown"
"527","Data Scientist","Data Scientist","66-112 ",89,2.9,"Xator Corporation","Washington, DC","Reston, VA","501 to 1000","Unknown","Contract","IT Services","Information Technology","25 to 50 million","Unknown"
"528","Data Scientist","Data Scientist","66-112 ",89,4.6,"HAN IT Staffing Inc.","New York, NY","Totowa, NJ","51 to 200","2012","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"529","Data Scientist","Data Scientist","66-112 ",89,3.4,"Infinitive Inc","McLean, VA","Cedar Rapids, IA","201 to 500","1997","Company - Private","Enterprise Software & Network Solutions","Information Technology","10 to 25 million","Unknown"
"530","Data Engineer (Analytics, SQL, Python, AWS)","Data Engineer","66-112 ",89,4,"Travelers","Hartford, CT","Hartford, CT","10000+","1853","Company - Public","Insurance Carriers","Insurance","10+ billion","Unknown"
"531","Data Scientist 3 (718)","Data Scientist","128-201 ",164.5,3.3,"Amyris","Emeryville, CA","Emeryville, CA","201 to 500","2003","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million","Unknown"
"532","Data Scientist","Data Scientist","128-201 ",164.5,4.3,"Lightspeed Systems","Austin, TX","Austin, TX","51 to 200","1999","Company - Private","Computer Hardware & Software","Information Technology","25 to 50 million","Unknown"
"533","Senior Data Scientist","Data Scientist","128-201 ",164.5,3.9,"Thumbtack","San Francisco, CA","San Francisco, CA","501 to 1000","2009","Company - Private","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"534","Senior Data Analyst - Finance & Platform Analytics","Data Analyst","128-201 ",164.5,3.6,"Twitch","San Francisco, CA","San Francisco, CA","1001 to 5000","2011","Subsidiary or Business Segment","Internet","Information Technology","Unknown / Non-Applicable","Unknown"
"535","Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team)","Machine Learning Engineer","128-201 ",164.5,4.7,"New Relic","Portland, OR","San Francisco, CA","1001 to 5000","2008","Company - Public","Computer Hardware & Software","Information Technology","100 to 500 million","AppDynamics, Datadog, Dynatrace"
"536","IT Partner Digital Health Technology and Data Science","Other","128-201 ",164.5,3.6,"Biogen","Cambridge, MA","Cambridge, MA","5001 to 10000","1978","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Unknown"
"537","Senior Machine Learning Scientist - Bay Area, CA","Machine Learning Engineer","128-201 ",164.5,3.3,"Tempus Labs","Redwood City, CA","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"538","Data Scientist","Data Scientist","128-201 ",164.5,3.3,"ICW Group","San Diego, CA","San Diego, CA","501 to 1000","1972","Company - Private","Insurance Carriers","Insurance","500 million to 1 billion","Liberty Mutual Insurance, EMPLOYERS, Travelers"
"539","Clinical Data Analyst","Data Analyst","128-201 ",164.5,3.8,"NYSTEC","New York, NY","Rome, NY","51 to 200","1996","Nonprofit Organization","Consulting","Business Services","25 to 50 million","KPMG, Accenture, Deloitte"
"540","Data Scientist","Data Scientist","128-201 ",164.5,4.5,"E3 Federal Solutions","Chantilly, VA","McLean, VA","501 to 1000","2004","Company - Private","Consulting","Business Services","Unknown / Non-Applicable","Unknown"
"541","Data Engineer","Data Engineer","128-201 ",164.5,4.5,"Kingfisher Systems","Falls Church, VA","Falls Church, VA","51 to 200","2005","Company - Private","Federal Agencies","Government","25 to 50 million","Unknown"
"542","Data Scientist Technical Specialist","Data Scientist","128-201 ",164.5,3.4,"Peraton","Chantilly, VA","Herndon, VA","1001 to 5000","2017","Company - Private","Aerospace & Defense","Aerospace & Defense","1 to 2 billion","Unknown"
"543","Senior Data Scientist","Data Scientist","128-201 ",164.5,3.1,"Group O","Chicago, IL","Milan, IL","1001 to 5000","1974","Company - Private","Staffing & Outsourcing","Business Services","500 million to 1 billion","Unknown"
"544","Data Science Manager","Other","128-201 ",164.5,4,"Autodesk","San Francisco, CA","San Rafael, CA","5001 to 10000","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion","Unknown"
"545","Computer Vision / Deep Learning Scientist","Other","128-201 ",164.5,3.3,"Tempus Labs","Chicago, IL","Chicago, IL","501 to 1000","2015","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"546","Big Data Engineer","Data Engineer","128-201 ",164.5,4.1,"CaptiveAire","Raleigh, NC","Raleigh, NC","1001 to 5000","1976","Company - Private","Industrial Manufacturing","Manufacturing","100 to 500 million","Unknown"
"547","Data Architect","Other","128-201 ",164.5,4.2,"LSQ","Orlando, FL","Orlando, FL","51 to 200","1996","Company - Private","Investment Banking & Asset Management","Finance","100 to 500 million","Unknown"
"548","Machine Learning Engineer","Machine Learning Engineer","128-201 ",164.5,3.9,"Temboo","New York, NY","New York, NY","1 to 50","Unknown","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"549","Data Scientist","Data Scientist","128-201 ",164.5,4.3,"Kibo","Philadelphia, PA","Marbella, Spain","Unknown","Unknown","Company - Public","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"550","Aviation AI/ML Data Scientist","Data Scientist","128-201 ",164.5,3.3,"MITRE","McLean, VA","Bedford, MA","5001 to 10000","1958","Nonprofit Organization","Federal Agencies","Government","1 to 2 billion","Battelle, General Atomics, SAIC"
"551","Data Scientist","Data Scientist","138-158 ",148,3.9,"Mars","United States","Mc Lean, VA","10000+","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10+ billion","Unknown"
"552","Data Scientist / Applied Mathematician","Data Scientist","138-158 ",148,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA","51 to 200","2003","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million","Unknown"
"553","Machine Learning Engineer, Sr.","Machine Learning Engineer","138-158 ",148,4.2,"AeroVironment","Simi Valley, CA","Simi Valley, CA","501 to 1000","1971","Company - Public","Aerospace & Defense","Aerospace & Defense","100 to 500 million","General Atomics, Boeing, Northrop Grumman"
"554","Data Scientist (TS/SCI w/ Poly)","Data Scientist","138-158 ",148,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"555","Weapons and Sensors Engineer/Scientist","Other","138-158 ",148,4,"Dynetics","Huntsville, AL","Huntsville, AL","1001 to 5000","1974","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million","Unknown"
"556","Applied Computer Scientist","Other","138-158 ",148,4.5,"Systems & Technology Research","Woburn, MA","Woburn, MA","201 to 500","2010","Company - Private","Aerospace & Defense","Aerospace & Defense","100 to 500 million","Unknown"
"557","Senior Data Analyst","Data Analyst","138-158 ",148,4.5,"Novetta","Herndon, VA","Mc Lean, VA","501 to 1000","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million","Leidos, CACI International, Booz Allen Hamilton"
"558","Information Systems Engineering Specialist (Engineering Scientist)","Other","138-158 ",148,3.8,"Applied Research Laboratories","Austin, TX","Austin, TX","501 to 1000","Unknown","College / University","Colleges & Universities","Education","Unknown / Non-Applicable","Unknown"
"559","Cloud Data Engineer (Azure)","Data Engineer","138-158 ",148,3.9,"Navy Federal Credit Union","Merrifield, VA","Vienna, VA","10000+","1933","Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","Unknown"
"560","Scientist/Research Associate-Metabolic Engineering","Other","138-158 ",148,2,"Conagen","New Bedford, MA","Bedford, MA","51 to 200","Unknown","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"561","Vice President, Biometrics and Clinical Data Management","Other","138-158 ",148,4.8,"Alector","South San Francisco, CA","South San Francisco, CA","51 to 200","2013","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Unknown / Non-Applicable","Unknown"
"562","Enterprise Data Analyst (Enterprise Portfolio Management Office)","Data Analyst","138-158 ",148,3.9,"Navy Federal Credit Union","Merrifield, VA","Vienna, VA","10000+","1933","Other Organization","Banks & Credit Unions","Finance","Unknown / Non-Applicable","Unknown"
"563","Senior Scientist - Toxicologist - Product Integrity (Stewardship)","Other","138-158 ",148,3.3,"Reynolds American","Winston-Salem, NC","Winston-Salem, NC","5001 to 10000","1875","Company - Private","Consumer Products Manufacturing","Manufacturing","10+ billion","Unknown"
"564","Lead Data Scientist – Network Analysis and Control","Data Scientist","138-158 ",148,3.3,"MITRE","Bedford, MA","Bedford, MA","5001 to 10000","1958","Nonprofit Organization","Federal Agencies","Government","1 to 2 billion","Battelle, General Atomics, SAIC"
"565","Senior Machine Learning Engineer","Machine Learning Engineer","138-158 ",148,5,"LifeOmic","Raleigh, NC","Indianapolis, IN","51 to 200","2016","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Unknown"
"566","Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics","Other","138-158 ",148,4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA","51 to 200","Unknown","Company - Public","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"567","Data Engineer","Data Engineer","138-158 ",148,3.4,"Spectrum Communications and Consulting","Chicago, IL","Chicago, IL","51 to 200","1992","Company - Private","Advertising & Marketing","Business Services","10 to 25 million","Unknown"
"568","Developer III - Data Science","Other","138-158 ",148,3.3,"Inland Empire Health Plan","Rancho Cucamonga, CA","Rancho Cucamonga, CA","1001 to 5000","1996","Company - Public","Health Care Services & Hospitals","Health Care","1 to 2 billion","Unknown"
"569","Senior Data Engineer","Data Engineer","138-158 ",148,2.9,"Affinity Solutions","New York, NY","New York, NY","51 to 200","1998","Company - Private","Advertising & Marketing","Business Services","Unknown / Non-Applicable","Commerce Signals, Cardlytics, Yodlee"
"570","Hydrogen/Tritium Materials Scientist (Experienced)","Other","138-158 ",148,3.8,"Sandia National Laboratories","Livermore, CA","Albuquerque, NM","10000+","1949","Government","Federal Agencies","Government","2 to 5 billion","Los Alamos National Laboratory, Lawrence Livermore National Laboratory"
"571","Data Engineer","Data Engineer","138-158 ",148,3.5,"Maxar Technologies","McLean, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"572","Patient Safety- Associate Data Scientist","Data Scientist","80-132 ",106,4,"AstraZeneca","Gaithersburg, MD","Cambridge, United Kingdom","10000+","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Roche, GlaxoSmithKline, Novartis"
"573","Senior Data Scientist","Data Scientist","80-132 ",106,4,"Autodesk","San Francisco, CA","San Rafael, CA","5001 to 10000","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion","Unknown"
"574","Data Scientist","Data Scientist","80-132 ",106,3.4,"USI","Southfield, MI","Saint Paul, MN","1001 to 5000","1998","Company - Private","Construction","Construction, Repair & Maintenance","100 to 500 million","Unknown"
"575","Data Scientist","Data Scientist","80-132 ",106,3.9,"GSK","Collegeville, PA","Brentford, United Kingdom","10000+","1830","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10+ billion","Pfizer, AstraZeneca, Merck"
"576","Data Scientist","Data Scientist","80-132 ",106,3.8,"CIA","Washington, DC","Langley, VA","Unknown","1947","Government","Federal Agencies","Government","Unknown / Non-Applicable","Unknown"
"577","Data Scientist","Data Scientist","80-132 ",106,4.5,"Maven Wave Partners","Chicago, IL","Chicago, IL","201 to 500","2008","Company - Private","Consulting","Business Services","50 to 100 million","Unknown"
"578","Data Scientist","Data Scientist","80-132 ",106,4.3,"Ovative Group","Minneapolis, MN","Minneapolis, MN","51 to 200","2009","Company - Private","Advertising & Marketing","Business Services","10 to 25 million","Unknown"
"579","Data Scientist","Data Scientist","80-132 ",106,3.6,"Kognetics","Gahanna, OH","New York, NY","1 to 50","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"580","Data Scientist","Data Scientist","80-132 ",106,2.9,"Envision Healthcare","Nashville, TN","Nashville, TN","10000+","2005","Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","Unknown"
"581","Data Scientist","Data Scientist","80-132 ",106,2.9,"Pragmatics, Inc.","United States","Reston, VA","201 to 500","1985","Company - Private","IT Services","Information Technology","100 to 500 million","Unknown"
"582","Data Scientist","Data Scientist","80-132 ",106,3.2,"ConsumerTrack","California","Los Angeles, CA","51 to 200","2004","Company - Private","Internet","Information Technology","25 to 50 million","Unknown"
"583","Decision Scientist","Other","80-132 ",106,4.5,"Johns Hopkins University Applied Physics Laboratory","Laurel, MD","Laurel, MD","5001 to 10000","1942","Nonprofit Organization","Aerospace & Defense","Aerospace & Defense","1 to 2 billion","MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman"
"584","Data Scientist - TS/SCI FSP or CI Required","Data Scientist","80-132 ",106,5,"Phoenix Operations Group","Annapolis Junction, MD","Woodbine, MD","1 to 50","2011","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"585","Data Scientist","Data Scientist","80-132 ",106,3.5,"Crossover Health","San Clemente, CA","Aliso Viejo, CA","1 to 50","2010","Company - Private","Health Care Services & Hospitals","Health Care","1 to 5 million","Unknown"
"586","Data Scientist","Data Scientist","80-132 ",106,4,"Lorven Technologies Inc","New York, NY","Plainsboro, NJ","1 to 50","Unknown","Company - Private","Accounting","Accounting & Legal","Less than 1 million","Unknown"
"587","Data Scientist","Data Scientist","80-132 ",106,4.4,"Meridian Knowledge Solutions","Washington, DC","Reston, VA","51 to 200","1997","Subsidiary or Business Segment","Enterprise Software & Network Solutions","Information Technology","100 to 500 million","Unknown"
"588","Data Scientist","Data Scientist","80-132 ",106,4.2,"UST Global","Atlanta, GA","Aliso Viejo, CA","10000+","1999","Company - Private","IT Services","Information Technology","1 to 2 billion","Cognizant Technology Solutions, Infosys, Wipro"
"589","Data Scientist","Data Scientist","80-132 ",106,3.2,"IMG Systems","Plano, TX","Plano, TX","1 to 50","Unknown","Company - Private","Consulting","Business Services","1 to 5 million","Unknown"
"590","Data Scientist","Data Scientist","80-132 ",106,3.4,"Trident Systems Inc","Fairfax, VA","Fairfax, VA","51 to 200","1985","Company - Private","Aerospace & Defense","Aerospace & Defense","25 to 50 million","Unknown"
"591","Data Scientist","Data Scientist","80-132 ",106,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV","1 to 50","Unknown","Company - Private","Unknown","Unknown","1 to 5 million","Unknown"
"592","(Sr.) Data Scientist -","Data Scientist","87-141 ",114,3.6,"Merrick Bank","Utah","South Jordan, UT","201 to 500","1997","Company - Private","Banks & Credit Unions","Finance","Unknown / Non-Applicable","Unknown"
"593","Senior Data Scientist","Data Scientist","87-141 ",114,4.2,"ManTech","Alexandria, VA","Herndon, VA","5001 to 10000","1968","Company - Public","Research & Development","Business Services","1 to 2 billion","Unknown"
"594","Data Scientist","Data Scientist","87-141 ",114,3.2,"First Health Group","Wellesley, MA","Bethesda, MD","10000+","1853","Company - Private","Insurance Carriers","Insurance","10+ billion","Humana"
"595","Data Scientist","Data Scientist","87-141 ",114,4.3,"Sprezzatura Management Consulting","Washington, VA","McLean, VA","Unknown","Unknown","Company - Private","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"596","Data Scientist","Data Scientist","87-141 ",114,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL","1001 to 5000","1983","Subsidiary or Business Segment","Rail","Transportation & Logistics","2 to 5 billion","Unknown"
"597","Data Scientist","Data Scientist","87-141 ",114,4.2,"UST Global","Atlanta, GA","Aliso Viejo, CA","10000+","1999","Company - Private","IT Services","Information Technology","1 to 2 billion","Cognizant Technology Solutions, Infosys, Wipro"
"598","Data Scientist","Data Scientist","87-141 ",114,4.5,"Axiologic Solutions","Alexandria, VA","Fairfax, VA","51 to 200","2009","Company - Private","Aerospace & Defense","Aerospace & Defense","Unknown / Non-Applicable","Unknown"
"599","Data Scientist","Data Scientist","87-141 ",114,3,"Indigo Slate","Bellevue, WA","Bellevue, WA","51 to 200","2006","Company - Private","Consulting","Business Services","10 to 25 million","Unknown"
"600","Data Scientist","Data Scientist","87-141 ",114,3.3,"Cubic","United States","San Diego, CA","5001 to 10000","1951","Company - Public","Aerospace & Defense","Aerospace & Defense","1 to 2 billion","Accenture, Northrop Grumman, Xerox"
"601","Data Scientist","Data Scientist","87-141 ",114,4,"Advanced Bio-Logic Solutions Corp","Thousand Oaks, CA","Westlake Village, CA","1 to 50","Unknown","Company - Private","Unknown","Unknown","Less than 1 million","Unknown"
"602","Data Engineer","Data Engineer","87-141 ",114,3.5,"Alignment Healthcare","Orange, CA","Orange, CA","501 to 1000","2013","Company - Private","Health Care Services & Hospitals","Health Care","Unknown / Non-Applicable","Unknown"
"603","Data Scientist","Data Scientist","87-141 ",114,3.5,"WGSN","Baltimore, MD","New York, NY","1 to 50","1998","Company - Private","Consulting","Business Services","50 to 100 million","Unknown"
"604","Data Scientist","Data Scientist","87-141 ",114,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO","51 to 200","1990","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million","Unknown"
"605","Data Scientist","Data Scientist","87-141 ",114,3,"TransVoyant","Alexandria, VA","Alexandria, VA","51 to 200","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","Unknown"
"606","Data Scientist/Data Analytics Practitioner","Data Scientist","87-141 ",114,4,"Noblis","Bridgeport, WV","Reston, VA","1001 to 5000","1996","Nonprofit Organization","Consulting","Business Services","100 to 500 million","Booz Allen Hamilton, SAIC, LMI"
"607","Data Scientist","Data Scientist","87-141 ",114,4.6,"Murray Resources","The Woodlands, TX","Houston, TX","1 to 50","1988","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million","Unknown"
"608","Data Scientist","Data Scientist","87-141 ",114,4.3,"Geotab","Oakville, CA","Oakville, Canada","1001 to 5000","2000","Company - Private","Computer Hardware & Software","Information Technology","100 to 500 million","Unknown"
"609","Data Scientist","Data Scientist","87-141 ",114,4.7,"CRS Group","Chicago, IL","Itasca, IL","51 to 200","1994","Company - Private","Staffing & Outsourcing","Business Services","10 to 25 million","Unknown"
"610","Data Scientist","Data Scientist","87-141 ",114,3.7,"EGlobalTech","Arlington, VA","Vienna, VA","201 to 500","2004","Company - Private","IT Services","Information Technology","Unknown / Non-Applicable","Unknown"
"611","Data Scientist, Kinship - NYC/Portland","Data Scientist","92-155 ",123.5,3.9,"Mars","New York, NY","Mc Lean, VA","10000+","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10+ billion","Unknown"
"612","Data Scientist","Data Scientist","92-155 ",123.5,4.9,"Avlino","New Jersey","Holmdel, NJ","1 to 50","2013","Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than 1 million","Unknown"
"613","Data Scientist","Data Scientist","92-155 ",123.5,3,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA","51 to 200","Unknown","Company - Private","Consulting","Business Services","5 to 10 million","Unknown"
"614","Data Scientist","Data Scientist","92-155 ",123.5,2.5,"KeHE Distributors","Naperville, IL","Naperville, IL","5001 to 10000","1954","Company - Private","Wholesale","Business Services","Unknown / Non-Applicable","United Natural Foods, US Foods, DPI Specialty Foods"
"615","Data Scientist","Data Scientist","92-155 ",123.5,3.5,"Blackstone Talent Group","San Francisco, CA","San Francisco, CA","51 to 200","1998","Company - Private","Consulting","Business Services","25 to 50 million","Unknown"
"616","Data Scientist - TS/SCI Required","Data Scientist","92-155 ",123.5,5,"Phoenix Operations Group","Baltimore, MD","Woodbine, MD","1 to 50","2011","Company - Private","IT Services","Information Technology","1 to 5 million","Unknown"
"617","Data Scientist","Data Scientist","92-155 ",123.5,4,"Sophinea","Chantilly, VA","Unknown","1 to 50","Unknown","Unknown","Unknown","Unknown","Unknown / Non-Applicable","Unknown"
"618","Senior Data Scientist","Data Scientist","92-155 ",123.5,3.5,"Maxar Technologies","Herndon, VA","Westminster, CO","5001 to 10000","Unknown","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion","Unknown"
"619","Data Scientist","Data Scientist","92-155 ",123.5,3,"Moxie Software","Bellevue, WA","San Bruno, CA","51 to 200","1999","Company - Private","Enterprise Software & Network Solutions","Information Technology","Unknown / Non-Applicable","LivePerson, Salesforce, SAP"
"620","Data Scientist(s)/Machine Learning Engineer","Data Scientist","92-155 ",123.5,5,"Blue Horizon Tek Solutions","New York, NY","Coconut Creek, FL","1 to 50","1987","Company - Private","Staffing & Outsourcing","Business Services","Unknown / Non-Applicable","Unknown"
